WEP,Tupelanzahl,Mainkey,Dauer,Dauer in ms,Dauer für hacking,Schlüssel verwendet,Schlüssel gefunden,Erfolgreich?,Modell?,
WEP40 ,30000,(b'\xa4\xec\xd1pN'),0:00:08.189039, 8189 ms,13409,(13 ,"bytearray""(b'\xa4\xec\xd1pN')"" "," bytearray""(b'\xa4\xec\xd1\x16\xa8')"" ",False,
WEP40 ,30000,(b'\xc3k\xc3\x83\xe3'),0:00:07.832161, 7832 ms,13022,(13 ,"bytearray""(b'\xc3k\xc3\x83\xe3')"" "," bytearray""(b'\xc3k\xc3\x83u')"" ",False,
WEP40 ,30000,(b'J\xf1;\x1f\x94'),0:00:08.100802, 8100 ms,13394,(13 ,"bytearray""(b'J\xf1;\x1f\x94')"" "," bytearray""(b'J\xf1;\x1f\x94')"" ",True,
WEP40 ,30000,(b'\xc6\xdd\xdc\xcfS'),0:00:07.835818, 7835 ms,12840,(12 ,"bytearray""(b'\xc6\xdd\xdc\xcfS')"" "," bytearray""(b'\xc6\xdd\xa5\x06S')"" ",False,
WEP40 ,30000,(b'V\x9e\xd3T\x94'),0:00:08.159439, 8159 ms,13414,(13 ,"bytearray""(b'V\x9e\xd3T\x94')"" "," bytearray""(b'V\x9e\xd3T\x94')"" ",True,
WEP40 ,30000,(b'DB\x00\x04\x0f'),0:00:07.939155, 7939 ms,13060,(13 ,"bytearray""(b'DB\x00\x04\x0f')"" "," bytearray""(b'DB\x00\x04\x0f')"" ",True,
WEP40 ,30000,(b'\xb5y\xbf{c'),0:00:09.679238, 9679 ms,17336,(17 ,"bytearray""(b'\xb5y\xbf{c')"" "," bytearray""(b'\xb5\x18 {c')"" ",False,
WEP40 ,30000,(b'HW\x1eO\x8f'),0:00:11.443790, 11443 ms,19093,(19 ,"bytearray""(b'HW\x1eO\x8f')"" "," bytearray""(b'2m\x1e\xfc\xe2')"" ",False,
WEP40 ,30000,(b'\x98\xf2k\xbc\xd8'),0:00:10.219934, 10219 ms,15594,(15 ,"bytearray""(b'\x98\xf2k\xbc\xd8')"" "," bytearray""(b'\x98\xf2k\xbc\xd8')"" ",True,
WEP40 ,30000,(b'\xfe\x0b\xd3Z\xe3'),0:00:08.231747, 8231 ms,14655,(14 ,"bytearray""(b'\xfe\x0b\xd3Z\xe3')"" "," bytearray""(b'\xfe\x0b\xd3Z\x9f')"" ",False,
WEP40 ,30000,(b'T\x87\xf2\xadn'),0:00:14.256070, 14256 ms,23075,(23 ,"bytearray""(b'T\x87\xf2\xadn')"" "," bytearray""(b'T\x87\xf2\xadn')"" ",True,
WEP40 ,30000,(b'\x1c\xd3\x8b\xb2\xa5'),0:00:08.400488, 8400 ms,13683,(13 ,"bytearray""(b'\x1c\xd3\x8b\xb2\xa5')"" "," bytearray""(b'\x1c\x06X\xb2\xa5')"" ",False,
WEP40 ,30000,(b'\x14\xac\xf8`\x84'),0:00:08.317066, 8317 ms,13602,(13 ,"bytearray""(b'\x14\xac\xf8`\x84')"" "," bytearray""(b'\x14\xac\xf8`\x84')"" ",True,
WEP40 ,30000,(b'&\x18\xb4\x1e\xd5'),0:00:08.076427, 8076 ms,13253,(13 ,"bytearray""(b'&\x18\xb4\x1e\xd5')"" "," bytearray""(b'&\xea\xe2\xf3\x00')"" ",False,
WEP40 ,30000,(b'\xe4\xee\xb3\x8f\x12'),0:00:07.808044, 7808 ms,12755,(12 ,"bytearray""(b'\xe4\xee\xb3\x8f\x12')"" "," bytearray""(b'\xe4\xee\xb3\xa5\xfc')"" ",False,
WEP40 ,30000,(b'4{\xc4ZD'),0:00:08.105229, 8105 ms,13250,(13 ,"bytearray""(b'4{\xc4ZD')"" "," bytearray""(b'\\S\xc4\x99\x91')"" ",False,
WEP40 ,30000,(b'\xeeM\xbc\x9b\xf1'),0:00:07.820921, 7820 ms,12689,(12 ,"bytearray""(b'\xeeM\xbc\x9b\xf1')"" "," bytearray""(b'\xeeM\xbc1[')"" ",False,
WEP40 ,30000,(b'\xa2\x9f\xe6E\x01'),0:00:08.153077, 8153 ms,13268,(13 ,"bytearray""(b'\xa2\x9f\xe6E\x01')"" "," bytearray""(b'\xa2\x9f\xe6E\x01')"" ",True,
WEP40 ,30000,(b'\xb3Y\\\xda\xda'),0:00:07.968275, 7968 ms,13100,(13 ,"bytearray""(b'\xb3Y\\\xda\xda')"" "," bytearray""(b'\xb3Y\\\xda\xda')"" ",True,
WEP40 ,30000,(b'\xc8\x83w\x7f\xf0'),0:00:08.146533, 8146 ms,13374,(13 ,"bytearray""(b'\xc8\x83w\x7f\xf0')"" "," bytearray""(b'\xc8\x83\xe7\x0f\xf0')"" ",False,
WEP40 ,30000,(b'\xe6\xcc\xf9\xe3M'),0:00:07.997490, 7997 ms,13033,(13 ,"bytearray""(b'\xe6\xcc\xf9\xe3M')"" "," bytearray""(b'\xe6\xcc\xf9\xe3M')"" ",True,
WEP40 ,30000,(b'\xe25\t\xf44'),0:00:08.313671, 8313 ms,13449,(13 ,"bytearray""(b'\xe25\t\xf44')"" "," bytearray""(b'O\xc8\t\xf44')"" ",False,
WEP40 ,30000,(b'\x91_n;~'),0:00:07.816419, 7816 ms,12803,(12 ,"bytearray""(b'\x91_n;~')"" "," bytearray""(b'\x91_\x15\x94~')"" ",False,
WEP40 ,30000,(b'\xe2\x81\xdb\xeaX'),0:00:08.183241, 8183 ms,13405,(13 ,"bytearray""(b'\xe2\x81\xdb\xeaX')"" "," bytearray""(b'\xe2\x81\xdb\xeaX')"" ",True,
WEP40 ,30000,"(b'\xd2\xe4)\x8c\x13')""",0:00:08.228678, 8228 ms,13456,(13 ,"bytearray""(b'\xd2\xe4)""\x8c\x13')"" "," bytearray""(b'\xd2\xe4\xfb\xee\xdf')"" ",False,
WEP40 ,30000,(b'rV<\xe5\x1a'),0:00:08.155559, 8155 ms,13260,(13 ,"bytearray""(b'rV<\xe5\x1a')"" "," bytearray""(b'rV<\xe5\x1a')"" ",True,
WEP40 ,30000,(b'vd\x81\xcb\x97'),0:00:07.755246, 7755 ms,12703,(12 ,"bytearray""(b'vd\x81\xcb\x97')"" "," bytearray""(b'vI\x9c\xcb\x97')"" ",False,
WEP40 ,30000,(b'G\x05\xd8Z\x8c'),0:00:11.438688, 11438 ms,21073,(21 ,"bytearray""(b'G\x05\xd8Z\x8c')"" "," bytearray""(b'G\x05\xd8Z\x8c')"" ",True,
WEP40 ,30000,(b'\xbe@\x05\xf6^'),0:00:13.261044, 13261 ms,18759,(18 ,"bytearray""(b'\xbe@\x05\xf6^')"" "," bytearray""(b'\xbe@\x82y^')"" ",False,
WEP40 ,30000,(b'\xda\xe2\xa6\x8d\xd5'),0:00:15.765865, 15765 ms,22897,(22 ,"bytearray""(b'\xda\xe2\xa6\x8d\xd5')"" "," bytearray""(b'\xda\xe2\xa6\x8d\xd5')"" ",True,
WEP40 ,30000,(b'\x10\ne7\xd9'),0:00:07.952265, 7952 ms,12991,(12 ,"bytearray""(b'\x10\ne7\xd9')"" "," bytearray""(b'\x10\ne7\xd9')"" ",True,
WEP40 ,30000,(b'<\xdf\xf5\xc86'),0:00:15.755068, 15755 ms,25018,(25 ,"bytearray""(b'<\xdf\xf5\xc86')"" "," bytearray""(b'<\xe6_W\x91')"" ",False,
WEP40 ,30000,(b'T\xfd0|\xfa'),0:00:07.775331, 7775 ms,12695,(12 ,"bytearray""(b'T\xfd0|\xfa')"" "," bytearray""(b'T\xfd0|\xfa')"" ",True,
WEP40 ,30000,(b'^l\xb0\xf4x'),0:00:10.014086, 10014 ms,16417,(16 ,"bytearray""(b'^l\xb0\xf4x')"" "," bytearray""(b'^l\xb0\xf4)""')"" ",False,
WEP40 ,30000,(b'u\x82\xa2\xb3\x01'),0:00:17.010143, 17010 ms,27334,(27 ,"bytearray""(b'u\x82\xa2\xb3\x01')"" "," bytearray""(b'u\x82\xa2\xb3\x01')"" ",True,
WEP40 ,30000,(b'\xf8\xaf:\x19\xe2'),0:00:16.796473, 16796 ms,27169,(27 ,"bytearray""(b'\xf8\xaf:\x19\xe2')"" "," bytearray""(b""\x80\'\xbc\x0cT"")"" ",False,
WEP40 ,30000,(b'.\x98\xb3\x99;'),0:00:08.315243, 8315 ms,13557,(13 ,"bytearray""(b'.\x98\xb3\x99;')"" "," bytearray""(b""\x9f\'\xb3\x99;"")"" ",False,
WEP40 ,30000,(b'o\xed\xc2\\\x94'),0:00:14.337189, 14337 ms,21446,(21 ,"bytearray""(b'o\xed\xc2\\\x94')"" "," bytearray""(b'o\xed\xd8F\x94')"" ",False,
WEP40 ,30000,(b'\xa9\xcez8\xd4'),0:00:07.856485, 7856 ms,12930,(12 ,"bytearray""(b'\xa9\xcez8\xd4')"" "," bytearray""(b'\xa9\xcez8\xd4')"" ",True,
WEP40 ,30000,(b'P\xc9d\xce\xaf'),0:00:10.034190, 10034 ms,15253,(15 ,"bytearray""(b'P\xc9d\xce\xaf')"" "," bytearray""(b'P\xc9d\xced')"" ",False,
WEP40 ,30000,(b']\xa9\x80\xb6\x1f'),0:00:08.365628, 8365 ms,17372,(17 ,"bytearray""(b']\xa9\x80\xb6\x1f')"" "," bytearray""(b']\xa9\x80\xb6\x1f')"" ",True,
WEP40 ,30000,(b'\xea\xe9\xfe\xaf\x9a'),0:00:15.562797, 15562 ms,21328,(21 ,"bytearray""(b'\xea\xe9\xfe\xaf\x9a')"" "," bytearray""(b'\xea\xe9\xfe\xafI')"" ",False,
WEP40 ,30000,(b'h\x04\xd2_['),0:00:07.787464, 7787 ms,12768,(12 ,"bytearray""(b'h\x04\xd2_[')"" "," bytearray""(b'h\x04\xd2_\xf3')"" ",False,
WEP40 ,30000,(b'C\xe91\xc6n'),0:00:08.140028, 8140 ms,16326,(16 ,"bytearray""(b'C\xe91\xc6n')"" "," bytearray""(b'C\xe91\xc6n')"" ",True,
WEP40 ,30000,(b'\xc0-\x12+\x16'),0:00:07.976058, 7976 ms,13033,(13 ,"bytearray""(b'\xc0-\x12+\x16')"" "," bytearray""(b'\x14\xd9\x12+\x16')"" ",False,
WEP40 ,30000,(b'\x8cV\xcd-\x16'),0:00:09.677808, 9677 ms,14812,(14 ,"bytearray""(b'\x8cV\xcd-\x16')"" "," bytearray""(b'\x8cV\xcd-\x16')"" ",True,
WEP40 ,30000,(b'\xe2\xa0= \x9a'),0:00:12.564384, 12564 ms,22155,(22 ,"bytearray""(b'\xe2\xa0= \x9a')"" "," bytearray""(b'\xe2gv \x9a')"" ",False,
WEP40 ,30000,(b'[\xe1\xfe\x94\x11'),0:00:09.012287, 9012 ms,14166,(14 ,"bytearray""(b'[\xe1\xfe\x94\x11')"" "," bytearray""(b'[\xe1\xfe\x94\x11')"" ",True,
WEP40 ,30000,(b'>\xb6p\xa9\xe5'),0:00:10.466766, 10466 ms,19638,(19 ,"bytearray""(b'>\xb6p\xa9\xe5')"" "," bytearray""(b'>\xb6p\xa9\xe5')"" ",True,
WEP40 ,30000,(b'\xdc\xbbx\x04\xf0'),0:00:16.312116, 16312 ms,25558,(25 ,"bytearray""(b'\xdc\xbbx\x04\xf0')"" "," bytearray""(b'\xd2\xc5x\xf8\xfc')"" ",False,
WEP40 ,30000,(b'lW\x99\x13\xb9'),0:00:07.836781, 7836 ms,12898,(12 ,"bytearray""(b'lW\x99\x13\xb9')"" "," bytearray""(b'l\xb97\x13\xb2')"" ",False,
WEP40 ,30000,(b'\xc4\xc1oh\xf1'),0:00:16.360185, 16360 ms,21594,(21 ,"bytearray""(b'\xc4\xc1oh\xf1')"" "," bytearray""(b'\xc4\xc1o\xf2g')"" ",False,
WEP40 ,30000,(b'\xe9\xb70\xe8\xb9'),0:00:14.556283, 14556 ms,24994,(24 ,"bytearray""(b'\xe9\xb70\xe8\xb9')"" "," bytearray""(b'\xe9\xb7\xabm\xb9')"" ",False,
WEP40 ,30000,(b'\xab\xcf\xf4\x94\x91'),0:00:08.094538, 8094 ms,13157,(13 ,"bytearray""(b'\xab\xcf\xf4\x94\x91')"" "," bytearray""(b'\xab\xcf\xf4\x94\x91')"" ",True,
WEP40 ,30000,(b'EY|F6'),0:00:13.812176, 13812 ms,21188,(21 ,"bytearray""(b'EY|F6')"" "," bytearray""(b'EY|F6')"" ",True,
WEP40 ,30000,(b'\n&\xba\xecs'),0:00:07.769282, 7769 ms,12702,(12 ,"bytearray""(b'\n&\xba\xecs')"" "," bytearray""(b'\n&\xba\x03\xaf')"" ",False,
WEP40 ,30000,(b'\xf2\x1c\x89N\xd7'),0:00:13.533735, 13533 ms,20081,(20 ,"bytearray""(b'\xf2\x1c\x89N\xd7')"" "," bytearray""(b'\xf2\x1c\x89N\xd7')"" ",True,
WEP40 ,30000,(b'p\xf7W\xac\x13'),0:00:16.769245, 16769 ms,26357,(26 ,"bytearray""(b'p\xf7W\xac\x13')"" "," bytearray""(b'p\x8b\xc3\xac\x13')"" ",False,
WEP40 ,30000,(b'\x7fY=\xdd\xcb'),0:00:15.067950, 15068 ms,23662,(23 ,"bytearray""(b'\x7fY=\xdd\xcb')"" "," bytearray""(b'\x7fY=\xb9\xef')"" ",False,
WEP40 ,30000,(b'\x06\xc7M>\xb0'),0:00:08.181478, 8181 ms,14445,(14 ,"bytearray""(b'\x06\xc7M>\xb0')"" "," bytearray""(b'xUM>\xb0')"" ",False,
WEP40 ,30000,(b'%\x01R\xcf\xe2'),0:00:12.819690, 12819 ms,22663,(22 ,"bytearray""(b'%\x01R\xcf\xe2')"" "," bytearray""(b'%\xa6\xad\x11[')"" ",False,
WEP40 ,30000,"(b\'\x13\x80\x0bZ"")""",0:00:14.641893, 14641 ms,19902,(19 ,"bytearray""(b""\'\x13\x80\x0bZ"")"" "," bytearray""(b""\'\x89\n\x0bZ"")"" ",False,
WEP40 ,30000,(b'\x84nQ\xef\xdf'),0:00:12.258286, 12258 ms,19354,(19 ,"bytearray""(b'\x84nQ\xef\xdf')"" "," bytearray""(b'\x84nQ\xef\xdf')"" ",True,
WEP40 ,30000,(b'G\xedW|\x19'),0:00:07.945573, 7945 ms,13009,(13 ,"bytearray""(b'G\xedW|\x19')"" "," bytearray""(b'G\xedW|\x19')"" ",True,
WEP40 ,30000,(b'\xa4\xb0\x88\xe4^'),0:00:15.995329, 15995 ms,26345,(26 ,"bytearray""(b'\xa4\xb0\x88\xe4^')"" "," bytearray""(b'\xa4\xb0\x88\xe4/')"" ",False,
WEP40 ,30000,(b'\xeekX[K'),0:00:07.985772, 7985 ms,13123,(13 ,"bytearray""(b'\xeekX[K')"" "," bytearray""(b'\xeekM\r\xa4')"" ",False,
WEP40 ,30000,(b'<\xf04r\xfb'),0:00:08.712612, 8712 ms,13916,(13 ,"bytearray""(b'<\xf04r\xfb')"" "," bytearray""(b'<\xf04r\xfb')"" ",True,
WEP40 ,30000,(b'\x1caz\xc0\x0f'),0:00:12.529876, 12529 ms,17956,(17 ,"bytearray""(b'\x1caz\xc0\x0f')"" "," bytearray""(b'\x1caz\xc0\x0f')"" ",True,
WEP40 ,30000,(b'\x1ca\xcb\x8cq'),0:00:10.396265, 10396 ms,19333,(19 ,"bytearray""(b'\x1ca\xcb\x8cq')"" "," bytearray""(b'e\x18\xcb\x8c\xbb')"" ",False,
WEP40 ,30000,"(b\xad\xd2\x9e\'\xd4"")""",0:00:07.887712, 7887 ms,12982,(12 ,"bytearray""(b""\xad\xd2\x9e\'\xd4"")"" "," bytearray""(b'`\x1f\x9eJ\xb1')"" ",False,
WEP40 ,30000,(b'M\xc4\xc7\xb6y'),0:00:12.981225, 12981 ms,21734,(21 ,"bytearray""(b'M\xc4\xc7\xb6y')"" "," bytearray""(b'M\xc4\xc7\xb6y')"" ",True,
WEP40 ,30000,(b'1i\xaer\x87'),0:00:08.264650, 8264 ms,14056,(14 ,"bytearray""(b'1i\xaer\x87')"" "," bytearray""(b'1\xbdZr\x87')"" ",False,
WEP40 ,30000,(b'\x00\xa0\xe5\xaa\xbb'),0:00:16.203477, 16203 ms,23039,(23 ,"bytearray""(b'\x00\xa0\xe5\xaa\xbb')"" "," bytearray""(b'\x00\xa0\xe5\xaa\xbb')"" ",True,
WEP40 ,30000,(b'\xfdJ\xc5\xab\x19'),0:00:08.103071, 8103 ms,13154,(13 ,"bytearray""(b'\xfdJ\xc5\xab\x19')"" "," bytearray""(b'\xfdJ\xc5\xab\xee')"" ",False,
WEP40 ,30000,(b'\xa3\x1e\x967\xa2'),0:00:08.014392, 8014 ms,13036,(13 ,"bytearray""(b'\xa3\x1e\x967\xa2')"" "," bytearray""(b'\xa3\x1e\x967\xfe')"" ",False,
WEP40 ,30000,(b'^\x08\xb1\x1d\x19'),0:00:07.741480, 7741 ms,12922,(12 ,"bytearray""(b'^\x08\xb1\x1d\x19')"" "," bytearray""(b'^\x08\xc2\x0c\x19')"" ",False,
WEP40 ,30000,(b'\xbf\x7f\x15\x9dC'),0:00:07.898646, 7898 ms,12982,(12 ,"bytearray""(b'\xbf\x7f\x15\x9dC')"" "," bytearray""(b'\xbf\x7f\x07\xabC')"" ",False,
WEP40 ,30000,(b'\r\x1bf\xfe\xe0'),0:00:08.303401, 8303 ms,13564,(13 ,"bytearray""(b'\r\x1bf\xfe\xe0')"" "," bytearray""(b'\xec<f\x86X')"" ",False,
WEP40 ,30000,(b'\xf2\xb8\x0bU/'),0:00:16.341768, 16341 ms,26472,(26 ,"bytearray""(b'\xf2\xb8\x0bU/')"" "," bytearray""(b'\xf2\xb8\x0bU/')"" ",True,
WEP40 ,30000,(b'\xf9\xa4\xb9uE'),0:00:07.756467, 7756 ms,12872,(12 ,"bytearray""(b'\xf9\xa4\xb9uE')"" "," bytearray""(b'\xf9\xa4\xae\x80E')"" ",False,
WEP40 ,30000,(b'\xaf\x8aVz6'),0:00:08.098486, 8098 ms,13465,(13 ,"bytearray""(b'\xaf\x8aVz6')"" "," bytearray""(b'r\xc7Vz6')"" ",False,
WEP40 ,30000,(b'<\xe7a\x01\xc0'),0:00:09.667655, 9667 ms,18408,(18 ,"bytearray""(b'<\xe7a\x01\xc0')"" "," bytearray""(b'<\xe7a\x01\xf3')"" ",False,
WEP40 ,30000,(b':\xd2\xdf\xb6n'),0:00:12.984593, 12984 ms,23322,(23 ,"bytearray""(b':\xd2\xdf\xb6n')"" "," bytearray""(b':\xd2\xdf\xb6n')"" ",True,
WEP40 ,30000,(b'2\x14\xfa\xfdL'),0:00:16.660233, 16660 ms,26979,(26 ,"bytearray""(b'2\x14\xfa\xfdL')"" "," bytearray""(b'2\x14\xfa\xfdL')"" ",True,
WEP40 ,30000,(b'P-\xd6\xe0.'),0:00:16.732317, 16732 ms,27109,(27 ,"bytearray""(b'P-\xd6\xe0.')"" "," bytearray""(b'P-9}.')"" ",False,
WEP40 ,30000,(b'\xc7\x1czRn'),0:00:07.783588, 7783 ms,12859,(12 ,"bytearray""(b'\xc7\x1czRn')"" "," bytearray""(b'\xc7T#qn')"" ",False,
WEP40 ,30000,(b'\xdc\xb7r\xe4\xbd'),0:00:16.575688, 16575 ms,27201,(27 ,"bytearray""(b'\xdc\xb7r\xe4\xbd')"" "," bytearray""(b'\xdc\xb7r\xe4\xf9')"" ",False,
WEP40 ,30000,(b'\xa6\x0f\xcdW\x0c'),0:00:08.264252, 8264 ms,13533,(13 ,"bytearray""(b'\xa6\x0f\xcdW\x0c')"" "," bytearray""(b'\xf4\xc1\xcd\x0bX')"" ",False,
WEP40 ,30000,(b'\xfc\xf7\x91?e'),0:00:17.134244, 17134 ms,27766,(27 ,"bytearray""(b'\xfc\xf7\x91?e')"" "," bytearray""(b'\xfc\xf7\x91NV')"" ",False,
WEP40 ,30000,(b'\xb0\xa6\xb4\xfb^'),0:00:16.321395, 16321 ms,26728,(26 ,"bytearray""(b'\xb0\xa6\xb4\xfb^')"" "," bytearray""(b'\xb0\xc8\x92\xc7\x92')"" ",False,
WEP40 ,30000,(b'g\xb0\xfe\xe6\x98'),0:00:16.846108, 16846 ms,27277,(27 ,"bytearray""(b'g\xb0\xfe\xe6\x98')"" "," bytearray""(b'g\xb0\xfe\xe6R')"" ",False,
WEP40 ,30000,(b'\x04\xe5\xff\x8d\x05'),0:00:07.803017, 7803 ms,12837,(12 ,"bytearray""(b'\x04\xe5\xff\x8d\x05')"" "," bytearray""(b'\x04\xe5\xff\x8d\x05')"" ",True,
WEP40 ,30000,(b'\xa1&/\x84\xc9'),0:00:16.652462, 16652 ms,27075,(27 ,"bytearray""(b'\xa1&/\x84\xc9')"" "," bytearray""(b'\xa1\xc0\x956\x17')"" ",False,
WEP40 ,30000,(b'\xcd\x9bK\xb6\xf3'),0:00:08.367407, 8367 ms,13589,(13 ,"bytearray""(b'\xcd\x9bK\xb6\xf3')"" "," bytearray""(b'\xcd\x9bK\xb6\xf3')"" ",True,
WEP40 ,30000,(b'\x19\xe2\x94\xb7\x84'),0:00:08.375461, 8375 ms,15962,(15 ,"bytearray""(b'\x19\xe2\x94\xb7\x84')"" "," bytearray""(b'\x19\xe2\x94\xb7\x84')"" ",True,
WEP40 ,30000,(b'\xff\xac\x1eE\x97'),0:00:08.177765, 8177 ms,13370,(13 ,"bytearray""(b'\xff\xac\x1eE\x97')"" "," bytearray""(b'\x16\x95\x1eE\x97')"" ",False,
WEP40 ,30000,(b'^\x95J7\x88'),0:00:08.109469, 8109 ms,13205,(13 ,"bytearray""(b'^\x95J7\x88')"" "," bytearray""(b'\xfc\xf7J7\x88')"" ",False,
WEP40 ,30000,"(b\x15\'\x1eg\xa1"")""",0:00:08.089948, 8090 ms,13354,(13 ,"bytearray""(b""\x15\'\x1eg\xa1"")"" "," bytearray""(b""\x15\'\x1eg\xe9"")"" ",False,
WEP40 ,30000,(b'h\xe3\x91\xa1\x0b'),0:00:08.287620, 8287 ms,13470,(13 ,"bytearray""(b'h\xe3\x91\xa1\x0b')"" "," bytearray""(b'h\xe3\x91\xa1\x0b')"" ",True,
WEP40 ,30000,(b'\x1b\xaa\x0b\x84\xad'),0:00:07.829855, 7829 ms,12708,(12 ,"bytearray""(b'\x1b\xaa\x0b\x84\xad')"" "," bytearray""(b'\x1b\xaa\x0b\x84\xba')"" ",False,
WEP40 ,30000,(b'c\xff\xc0\xbe\xc6'),0:00:08.252325, 8252 ms,13399,(13 ,"bytearray""(b'c\xff\xc0\xbe\xc6')"" "," bytearray""(b'c\xffB<\xc6')"" ",False,
WEP40 ,30000,(b'\xad\xdbG\x1a\xd6'),0:00:07.720660, 7720 ms,12616,(12 ,"bytearray""(b'\xad\xdbG\x1a\xd6')"" "," bytearray""(b'\xad\xdb\x16K*')"" ",False,
WEP40 ,30000,(b'g\xe4\xa2m\x1c'),0:00:08.086192, 8086 ms,13242,(13 ,"bytearray""(b'g\xe4\xa2m\x1c')"" "," bytearray""(b'g\xe4\xa2!h')"" ",False,
WEP40 ,30000,(b'\x96\x96\x9e\xa6\xa9'),0:00:07.877610, 7877 ms,12731,(12 ,"bytearray""(b'\x96\x96\x9e\xa6\xa9')"" "," bytearray""(b'\x96\x96\x9e\xa6\xa9')"" ",True,
WEP40 ,30000,(b'\xe40\xed\xe4\x99'),0:00:12.066884, 12066 ms,20371,(20 ,"bytearray""(b'\xe40\xed\xe4\x99')"" "," bytearray""(b'\xf4 \xed\x8e\xef')"" ",False,
WEP40 ,30000,(b'\x9d~\xee\x8b|'),0:00:15.970118, 15970 ms,23593,(23 ,"bytearray""(b'\x9d~\xee\x8b|')"" "," bytearray""(b'\xb6e\xee\x8b|')"" ",False,
WEP40 ,30000,(b'\x90H\x02V\x8b'),0:00:16.280829, 16280 ms,23188,(23 ,"bytearray""(b'\x90H\x02V\x8b')"" "," bytearray""(b'\x90H\x02\x84]')"" ",False,
WEP40 ,30000,(b'3\xd8\xd9\xef\x1d'),0:00:12.886638, 12886 ms,22814,(22 ,"bytearray""(b'3\xd8\xd9\xef\x1d')"" "," bytearray""(b'3\xd8\xd9\xef\xeb')"" ",False,
WEP40 ,30000,(b'\\\x1c\x85e\xb8'),0:00:08.079880, 8079 ms,13182,(13 ,"bytearray""(b'\\\x1c\x85e\xb8')"" "," bytearray""(b'\\\x1c\x85e\xb8')"" ",True,
WEP40 ,30000,(b'\xbaVAN%'),0:00:07.742563, 7742 ms,12768,(12 ,"bytearray""(b'\xbaVAN%')"" "," bytearray""(b'\xbaVAN%')"" ",True,
WEP40 ,30000,(b'\xc5\xd0n\xfdG'),0:00:15.911333, 15911 ms,26096,(26 ,"bytearray""(b'\xc5\xd0n\xfdG')"" "," bytearray""(b'@\x921\xfd\x91')"" ",False,
WEP40 ,30000,(b'\xac9\xeb\xb3\xf1'),0:00:07.976195, 7976 ms,13173,(13 ,"bytearray""(b'\xac9\xeb\xb3\xf1')"" "," bytearray""(b'\xac9\xeb\xb3l')"" ",False,
WEP40 ,30000,(b'\xeei\x07\x03\x94'),0:00:09.685396, 9685 ms,16925,(16 ,"bytearray""(b'\xeei\x07\x03\x94')"" "," bytearray""(b'\xeei\x07\x03\x84')"" ",False,
WEP40 ,30000,(b's\x12*\xa4`'),0:00:08.628874, 8628 ms,18984,(18 ,"bytearray""(b's\x12*\xa4`')"" "," bytearray""(b's\x066\xa4`')"" ",False,
WEP40 ,30000,(b'18\xed\x17\x08'),0:00:14.603621, 14603 ms,21063,(21 ,"bytearray""(b'18\xed\x17\x08')"" "," bytearray""(b'18\xed\x17\xaa')"" ",False,
WEP40 ,30000,(b'\xf7\xf4\xf3\xb3\xd8'),0:00:07.793691, 7793 ms,12753,(12 ,"bytearray""(b'\xf7\xf4\xf3\xb3\xd8')"" "," bytearray""(b'\xf7\xf4 \x86\xd8')"" ",False,
WEP40 ,30000,(b'\x01\xa2\xe8\x80\x89'),0:00:10.324564, 10324 ms,15447,(15 ,"bytearray""(b'\x01\xa2\xe8\x80\x89')"" "," bytearray""(b'\x01\xa2\xe8\x80\x89')"" ",True,
WEP40 ,30000,(b'\x81\xf8\rg_'),0:00:07.804762, 7804 ms,12780,(12 ,"bytearray""(b'\x81\xf8\rg_')"" "," bytearray""(b'\x81\xf8\r\x9c*')"" ",False,
WEP40 ,30000,(b'Ir\xfe\x19e'),0:00:16.732866, 16732 ms,27043,(27 ,"bytearray""(b'Ir\xfe\x19e')"" "," bytearray""(b'I\x1dS\x19e')"" ",False,
WEP40 ,30000,(b'\x87-B\x13e'),0:00:11.737908, 11737 ms,16914,(16 ,"bytearray""(b'\x87-B\x13e')"" "," bytearray""(b'\x87-B\x13e')"" ",True,
WEP40 ,30000,(b'E\xfb\xd7f\xd5'),0:00:12.997996, 12998 ms,22059,(22 ,"bytearray""(b'E\xfb\xd7f\xd5')"" "," bytearray""(b'E\xfb\xd7Am')"" ",False,
WEP40 ,30000,(b'+\xc9\x99\xe4\xd9'),0:00:08.124000, 8124 ms,13138,(13 ,"bytearray""(b'+\xc9\x99\xe4\xd9')"" "," bytearray""(b'+\xc9\x99\xe4\xd9')"" ",True,
WEP40 ,30000,(b'\xe5\x1c\xc5\x0eT'),0:00:15.724128, 15724 ms,23298,(23 ,"bytearray""(b'\xe5\x1c\xc5\x0eT')"" "," bytearray""(b'\xe5\x1cMbx')"" ",False,
WEP40 ,30000,(b'\xed\xb7\x8320'),0:00:08.200123, 8200 ms,13566,(13 ,"bytearray""(b'\xed\xb7\x8320')"" "," bytearray""(b'\xed\xb7\x8320')"" ",True,
WEP40 ,30000,(b'\xd0\xbd\xd5\xd5\xb8'),0:00:14.402448, 14402 ms,22805,(22 ,"bytearray""(b'\xd0\xbd\xd5\xd5\xb8')"" "," bytearray""(b'\xd0\xbd\xd5\xd5\xb8')"" ",True,
WEP40 ,30000,(b'\xe8\x8b\xd6\xce\x97'),0:00:14.785278, 14785 ms,21212,(21 ,"bytearray""(b'\xe8\x8b\xd6\xce\x97')"" "," bytearray""(b'\xe8\xc5\xf6q\x9a')"" ",False,
